"","V1"
"82049",6
"82078",7
"82080",2
"82083",1
"82110",1
"82120",7
"82140",0
"82147",3
"82155",5
"82160",8
"82164",0
"82168",3
"82178",1
"82202",0
"82215",3
"82217",4
"82243",4
"82272",5
"82276",7
"82299",2
"82328",8
"82343",1
"82353",4
"82397",7
"82401",2
"82437",8
"82463",7
"82471",5
"82490",0
"82510",8
"82522",6
"82534",7
"82569",5
"82576",2
"82585",8
"82589",1
"82601",8
"82610",6
"82631",8
"82645",4
"82655",7
"82656",3
"82677",7
"82700",7
"82702",2
"82754",6
"82780",8
"82791",1
"82792",7
"82810",1
"82821",7
"82840",4
"82890",3
"82915",7
"82916",5
"82923",1
"82937",0
"82980",3
"82981",4
"82997",7
"83001",4
"83017",3
"83019",8
"83047",6
"83075",2
"83098",8
"83106",8
"83117",0
"83153",2
"83156",6
"83158",3
"83165",7
"83169",1
"83176",6
"83185",6
"83216",2
"83226",8
"83242",8
"83243",8
"83261",2
"83266",0
"83294",6
"83295",3
"83358",1
"83375",6
"83377",2
"83391",8
"83418",5
"83422",7
"83426",1
"83443",6
"83461",0
"83478",2
"83480",3
"83506",6
"83509",6
"83567",4
"83582",4
"83676",3
"83699",3
"83735",6
"83739",4
"83763",8
"83779",1
"83783",7
"83785",6
"83786",0
"83799",0
"83802",4
"83821",4
"83830",1
"83831",2
"83838",4
"83898",3
"83910",4
"83920",2
"83933",7
"83981",2
"83994",5
"84004",1
"84005",0
"84017",5
"84028",7
"84030",4
"84055",1
"84080",3
"84111",5
"84145",1
"84165",1
"84227",7
"84273",6
"84282",0
"84300",0
"84304",3
"84330",2
"84337",2
"84395",5
"84401",1
"84424",0
"84457",7
"84461",2
"84530",7
"84541",6
"84545",8
"84583",8
"84598",4
"84668",5
"84689",7
"84693",7
"84700",6
"84728",2
"84745",4
"84788",3
"84814",3
"84842",0
"84915",4
"84924",8
"84946",5
"84955",8
"84959",8
"84970",2
"85023",8
"85035",7
"85042",5
"85080",2
"85081",8
"85101",2
"85113",3
"85141",4
"85157",6
"85175",1
"85177",4
"85258",5
"85304",2
"85373",5
"85380",5
"85421",1
"85428",2
"85439",5
"85440",5
"85446",1
"85456",8
"85459",1
"85466",5
"85521",4
"85534",2
"85544",7
"85603",5
"85606",2
"85650",8
"85658",3
"85671",0
"85681",7
"85702",8
"85708",7
"85821",0
"85830",6
"85834",0
"85857",0
"85860",0
"85961",1
"85962",0
"85986",1
"85995",6
"85997",3
"86022",8
"86024",0
"86031",3
"86039",3
"86061",0
"86097",8
"86098",2
"86104",3
"86106",2
"86120",7
"86123",7
"86135",8
"86221",0
"86246",6
"86267",8
"86269",2
"86276",3
"86289",7
"86314",0
"86316",5
"86319",8
"86336",8
"86362",5
"86381",8
"86392",2
"86395",5
"86399",8
"86429",7
"86436",3
"86446",0
"86458",8
"86539",0
"86558",3
"86566",3
"86647",1
"86664",0
"86684",7
"86685",0
"86702",3
"86725",3
"86726",4
"86756",8
"86762",0
"86776",7
"86778",5
"86808",0
"86822",5
"86850",5
"86860",3
"86921",7
"86926",3
"86940",6
"86950",1
"86976",6
"86988",7
"86989",8
"87002",1
"87009",8
"87016",5
"87028",4
"87030",7
"87040",6
"87046",2
"87054",1
"87077",7
"87087",8
"87102",4
"87116",0
"87117",0
"87126",5
"87136",5
"87142",4
"87143",8
"87171",1
"87188",1
"87200",2
"87202",2
"87238",2
"87268",6
"87309",2
"87319",1
"87339",7
"87370",0
"87384",1
"87426",1
"87439",8
"87450",5
"87479",2
"87490",5
"87500",1
"87538",3
"87539",4
"87601",5
"87602",0
"87605",5
"87665",3
"87670",7
"87674",8
"87690",5
"87694",0
"87709",8
"87745",2
"87769",7
"87780",6
"87797",0
"87799",5
"87805",7
"87832",7
"87835",8
"87859",2
"87874",2
"87890",5
"87896",2
"87901",5
"87921",0
"87971",5
"88000",1
"88005",3
"88051",3
"88094",0
"88106",3
"88182",1
"88219",6
"88227",7
"88248",0
"88260",5
"88274",7
"88290",7
"88296",3
"88297",4
"88307",2
"88309",0
"88339",8
"88341",7
"88454",7
"88459",1
"88477",3
"88488",5
"88493",0
"88500",8
"88567",2
"88579",7
"88581",3
"88585",3
"88606",6
"88615",0
"88628",5
"88632",5
"88637",7
"88638",4
"88646",7
"88651",4
"88666",1
"88684",1
"88699",0
"88713",3
"88719",5
"88725",7
"88733",6
"88734",3
"88744",3
"88745",8
"88771",6
"88772",7
"88781",7
"88787",1
"88790",8
"88842",2
"88856",4
"88871",1
"88889",3
"88928",4
"88935",2
"88946",7
"88965",2
"88968",1
"88970",5
"88988",2
"89013",6
"89041",3
"89054",2
"89070",0
"89078",7
"89197",6
"89203",7
"89204",7
"89258",7
"89275",8
"89282",8
"89319",5
"89340",1
"89361",7
"89390",0
"89409",8
"89424",1
"89437",4
"89460",4
"89486",3
"89589",4
"89599",5
"89623",0
"89628",4
"89630",2
"89642",7
"89647",2
"89651",2
"89660",3
"89680",8
"89726",8
"89732",0
"89744",0
"89745",4
"89746",0
"89749",0
"89762",7
"89773",1
"89774",0
"89788",2
"89794",2
"89810",0
"89814",5
"89819",5
"89854",2
"89871",8
"89885",2
"89925",0
"89931",7
"89958",2
"89961",1
"89962",6
"89976",6
"90004",2
"90014",1
"90023",5
"90055",6
"90081",2
"90116",5
"90137",5
"90152",6
"90153",2
"90172",2
"90178",7
"90192",1
"90204",8
"90231",3
"90247",3
"90248",8
"90254",3
"90274",7
"90288",8
"90299",2
"90322",1
"90338",3
"90372",4
"90385",4
"90389",1
"90399",3
"90434",4
"90435",3
"90442",4
"90478",1
"90543",8
"90562",0
"90570",2
"90593",8
"90607",6
"90671",0
"90687",3
"90690",2
"90725",6
"90729",3
"90733",6
"90749",3
"90751",4
"90788",0
"90831",3
"90838",7
"90839",5
"90840",6
"90880",4
"90891",2
"90892",5
"90921",4
"90933",3
"90943",4
"90961",2
"90967",0
"90987",6
"90999",4
"91010",6
"91011",2
"91016",2
"91030",7
"91050",7
"91063",3
"91065",5
"91069",5
"91083",5
"91104",1
"91143",7
"91153",4
"91157",7
"91183",5
"91199",1
"91210",4
"91217",5
"91246",3
"91260",7
"91274",8
"91284",2
"91286",7
"91301",8
"91328",4
"91333",7
"91354",1
"91356",7
"91388",6
"91423",3
"91443",1
"91451",3
"91499",5
"91505",1
"91522",6
"91574",0
"91577",0
"91586",0
"91594",4
"91597",4
"91637",1
"91667",5
"91680",6
"91711",3
"91718",3
"91723",6
"91797",6
"91803",3
"91810",3
"91826",6
"91892",3
"91898",4
"91918",8
"91931",6
"91938",4
"92006",8
"92010",3
"92033",8
"92039",5
"92063",1
"92072",6
"92081",8
"92090",2
"92103",3
"92140",3
"92141",0
"92151",4
"92157",6
"92173",8
"92207",1
"92215",7
"92254",1
"92265",6
"92270",1
"92286",4
"92291",8
"92371",7
"92380",4
"92382",1
"92386",7
"92387",7
"92407",3
"92414",8
"92415",4
"92422",1
"92441",6
"92452",8
"92487",5
"92550",0
"92555",4
"92570",7
"92589",5
"92599",4
"92615",1
"92622",8
"92628",5
"92640",6
"92643",2
"92651",4
"92734",8
"92744",3
"92769",6
"92775",5
"92777",3
"92819",2
"92829",4
"92858",8
"92860",6
"92870",1
"92905",0
"92961",0
"92974",8
"93021",0
"93028",6
"93033",6
"93079",6
"93114",5
"93116",8
"93132",3
"93164",8
"93177",6
"93201",1
"93236",0
"93253",2
"93264",0
"93274",5
"93279",6
"93295",4
"93300",4
"93314",2
"93321",4
"93358",6
"93386",1
"93390",3
"93419",0
"93422",0
"93441",3
"93442",3
"93479",8
"93487",2
"93500",0
"93511",7
"93527",6
"93529",5
"93536",1
"93543",5
"93554",1
"93570",4
"93584",3
"93620",6
"93625",7
"93629",8
"93633",2
"93643",6
"93646",7
"93657",6
"93665",3
"93672",7
"93702",0
"93717",3
"93724",6
"93730",4
"93784",5
"93789",8
"93801",3
"93820",1
"93837",5
"93896",4
"93959",7
"93996",6
"94114",4
"94130",7
"94142",8
"94150",7
"94154",3
"94161",0
"94165",2
"94169",3
"94180",5
"94198",5
"94199",2
"94224",3
"94226",3
"94234",2
"94241",4
"94250",8
"94255",4
"94259",0
"94311",6
"94318",7
"94336",0
"94359",7
"94382",7
"94408",2
"94410",2
"94445",4
"94452",3
"94506",8
"94513",7
"94527",2
"94538",4
"94546",7
"94557",0
"94570",4
"94608",4
"94671",2
"94682",7
"94715",2
"94736",8
"94790",2
"94796",0
"94802",8
"94854",2
"94855",7
"94882",4
"94907",3
"94911",4
"94914",5
"94919",2
"94954",6
"94966",4
"94979",2
"94990",2
"94993",7
"95018",8
"95042",6
"95048",2
"95130",7
"95141",5
"95146",1
"95184",0
"95196",4
"95201",1
"95205",4
"95207",4
"95221",0
"95245",5
"95247",6
"95346",2
"95372",6
"95426",6
"95466",5
"95475",6
"95484",4
"95508",4
"95514",4
"95558",8
"95559",6
"95560",3
"95561",5
"95566",4
"95577",1
"95583",3
"95598",8
"95628",7
"95659",0
"95663",7
"95674",2
"95676",8
"95677",1
"95684",1
"95728",2
"95750",1
"95769",4
"95782",0
"95817",4
"95857",8
"95863",7
"95879",2
"95895",3
"95946",5
"95992",6
"95999",2
"96015",1
"96024",8
"96027",3
"96034",2
"96048",3
"96075",3
"96084",0
"96133",6
"96138",0
"96157",5
"96160",5
"96172",1
"96180",0
"96185",3
"96195",0
"96204",4
"96205",8
"96227",3
"96233",1
"96236",1
"96298",5
"96303",4
"96333",1
"96353",7
"96379",2
"96415",6
"96466",1
"96479",6
"96480",1
"96500",4
"96542",8
"96549",1
"96596",8
"96604",0
"96605",4
"96620",3
"96645",1
"96727",5
"96748",8
"96825",8
"96826",0
"96876",6
"96901",0
"96902",5
"96909",0
"96912",7
"96945",3
"96951",3
"96970",7
"96983",7
"96996",3
"97022",6
"97052",0
"97074",2
"97076",0
"97082",2
"97136",3
"97178",4
"97196",8
"97200",0
"97206",6
"97222",7
"97245",7
"97257",2
"97270",3
"97278",7
"97296",7
"97297",2
"97320",7
"97321",3
"97347",4
"97366",4
"97370",5
"97385",4
"97389",6
"97393",8
"97404",4
"97406",4
"97415",5
"97417",0
"97430",0
"97444",5
"97449",3
"97459",7
"97466",4
"97495",2
"97506",2
"97510",5
"97550",2
"97565",7
"97608",5
"97625",5
"97634",1
"97655",4
"97670",3
"97681",7
"97686",1
"97697",5
"97703",4
"97714",5
"97716",7
"97726",4
"97749",3
"97801",5
"97842",2
"97843",5
"97845",4
"97851",7
"97864",7
"97872",0
"97873",2
"97879",3
"97885",7
"97888",6
"97903",3
"97931",4
"97932",6
"97937",1
"97942",4
"98008",7
"98013",6
"98035",2
"98062",6
"98063",6
"98081",2
"98110",7
"98118",3
"98138",6
"98149",8
"98157",3
"98165",5
"98175",3
"98231",5
"98233",3
"98243",1
"98266",1
"98267",8
"98271",6
"98320",8
"98326",8
"98357",8
"98377",1
"98382",5
"98395",3
"98417",0
"98463",8
"98480",4
"98506",7
"98507",5
"98522",4
"98535",4
"98543",1
"98562",6
"98576",4
"98582",7
"98590",7
"98603",5
"98614",1
"98623",5
"98640",2
"98648",6
"98654",8
"98661",5
"98675",7
"98717",8
"98725",0
"98768",7
"98798",3
"98804",0
"98816",7
"98849",8
"98860",6
"98897",2
"98912",7
"98914",8
"98921",7
"98959",6
"98995",7
"99050",3
"99051",5
"99055",6
"99064",8
"99088",3
"99093",7
"99112",0
"99129",2
"99157",5
"99160",7
"99172",2
"99207",3
"99209",0
"99234",3
"99280",7
"99299",8
"99310",4
"99311",5
"99322",3
"99323",4
"99329",1
"99331",7
"99335",0
"99374",0
"99385",4
"99386",2
"99439",4
"99469",8
"99534",1
"99566",5
"99585",6
"99613",7
"99621",6
"99627",5
"99654",0
"99655",0
"99677",8
"99691",3
"99694",3
"99699",6
"99726",1
"99738",0
"99751",0
"99792",5
"99796",5
"99804",3
"99830",1
"99852",0
"99890",6
"99913",1
"99940",8
"99962",0
"99965",8
"99969",6
"100009",3
"100025",0
"100076",2
"100079",1
"100086",0
"100096",5
"100100",0
"100113",4
"100121",2
"100187",4
"100203",4
"100207",6
"100243",4
"100278",6
"100406",8
"100421",4
"100424",2
"100445",1
"100475",1
"100477",6
"100500",5
"100515",3
"100546",3
"100557",5
"100563",4
"100607",1
"100643",0
"100704",2
"100706",4
"100707",8
"100709",0
"100745",6
"100753",1
"100765",4
"100772",2
"100794",1
"100804",8
"100820",3
"100826",1
"100874",6
"100910",4
"100971",7
"101000",2
"101014",8
"101031",0
"101040",2
"101041",2
"101054",4
"101067",7
"101069",5
"101085",2
"101147",3
"101154",5
"101208",5
"101232",6
"101265",1
"101267",2
"101297",6
"101337",8
"101405",4
"101421",6
"101446",3
"101450",4
"101468",2
"101469",6
"101474",3
"101478",0
"101483",6
"101498",2
"101515",1
"101524",7
"101562",6
"101573",6
"101627",5
"101632",8
"101642",2
"101658",2
"101683",5
"101684",6
"101715",2
"101752",7
"101761",1
"101779",6
"101785",0
"101795",5
"101800",0
"101807",6
"101834",8
"101845",7
"101853",6
"101857",0
"101885",3
"101892",2
"101901",8
"101905",7
"101935",0
"101941",0
"101943",1
"102006",4
"102029",8
"102037",2
"102059",1
"102062",3
"102066",7
"102079",5
"102120",2
"102195",0
"102204",3
"102241",3
"102248",7
"102260",1
"102272",6
"102291",0
"102299",4
"102310",2
"102316",1
"102371",6
"102386",0
"102412",3
"102424",7
"102527",2
"102533",8
"102554",0
"102564",7
"102594",0
"102612",4
"102684",5
"102716",5
"102761",1
"102774",3
"102787",6
"102803",0
"102819",6
"102846",3
"102849",3
"102871",5
"102878",1
"102910",6
"102920",5
"102945",8
"102953",5
"102959",8
"102961",7
"102994",1
"103002",6
"103003",8
"103004",5
"103016",4
"103022",8
"103042",0
"103047",8
"103070",1
"103087",6
"103091",3
"103125",0
"103210",2
"103234",2
"103242",7
"103281",7
"103290",6
"103318",0
"103340",7
"103352",6
"103358",7
"103400",5
"103432",4
"103442",7
"103485",7
"103498",1
"103570",2
"103601",0
"103632",6
"103652",2
"103658",6
"103692",6
"103700",8
"103716",8
"103720",7
"103737",2
"103748",8
"103750",7
"103762",4
"103785",5
"103791",3
"103798",7
"103814",3
"103817",0
"103857",3
"103876",2
"103915",5
"103917",5
"103971",5
"103991",7
"103998",8
"104020",2
"104051",0
"104058",1
"104074",3
"104079",2
"104130",4
"104134",4
"104169",5
"104178",2
"104211",6
"104233",6
"104249",0
"104279",0
"104296",7
"104303",8
"104304",3
"104309",1
"104318",4
"104321",2
"104338",6
"104352",5
"104370",7
"104379",5
"104386",4
"104464",2
"104474",0
"104475",5
"104491",6
"104533",7
"104553",1
"104569",5
"104571",6
"104574",6
"104585",2
"104589",7
"104607",5
"104636",2
"104673",7
"104682",8
"104702",6
"104738",5
"104744",7
"104750",2
"104779",0
"104780",0
"104781",6
"104788",1
"104810",2
"104856",1
"104857",3
"104877",3
"104886",1
"104908",1
"104964",1
"104974",7
"105001",6
"105016",6
"105025",8
"105051",4
"105094",7
"105109",7
"105113",5
"105124",7
"105132",2
"105141",3
"105153",6
"105154",0
"105160",8
"105174",2
"105197",8
"105209",1
"105210",0
"105219",0
"105240",8
"105242",4
"105277",4
"105279",0
"105303",1
"105305",7
"105326",2
"105349",5
"105354",8
"105385",8
"105391",0
"105408",6
"105432",5
"105452",4
"105509",5
"105518",4
"105529",0
"105549",8
"105567",5
"105579",5
"105636",6
"105684",4
"105709",3
"105714",1
"105718",0
"105723",7
"105729",4
"105748",2
"105759",7
"105760",2
"105763",6
"105835",1
"105851",5
"105871",2
"105884",8
"105925",7
"105926",6
"105944",0
"105979",1
"105980",4
"105984",5
"106029",1
"106037",7
"106038",1
"106117",1
"106134",7
"106152",3
"106163",6
"106167",0
"106199",8
"106219",0
"106239",5
"106303",4
"106330",1
"106332",1
"106347",4
"106352",1
"106364",6
"106374",8
"106384",5
"106385",6
"106387",4
"106391",6
"106395",6
"106406",5
"106414",8
"106446",3
"106447",3
"106450",3
"106460",6
"106462",4
"106555",8
"106559",1
"106580",6
"106592",8
"106604",8
"106609",8
"106610",2
"106615",2
"106622",0
"106634",5
"106681",8
"106691",0
"106712",5
"106713",2
"106726",6
"106753",5
"106762",5
"106772",6
"106809",3
"106812",7
"106828",6
"106834",5
"106859",4
"106870",3
"106882",6
"106891",0
"106895",5
"106936",2
"106940",7
"106956",4
"106957",6
"107006",6
"107013",1
"107025",7
"107029",0
"107061",4
"107085",1
"107087",4
"107099",8
"107103",4
"107125",1
"107127",1
"107141",2
"107142",1
"107144",3
"107147",1
"107154",7
"107214",2
"107259",8
"107299",4
"107300",3
"107323",1
"107340",5
"107399",5
"107413",7
"107414",4
"107428",7
"107467",2
"107497",5
"107499",0
"107510",4
"107538",4
"107558",2
"107563",2
"107649",6
"107664",4
"107700",1
"107701",4
"107734",5
"107753",8
"107785",2
"107801",3
"107814",6
"107849",1
"107853",2
"107856",4
"107895",8
"107902",1
"107908",7
"107936",1
"107944",0
"107962",0
"107981",8
"107988",3
"107991",6
"107995",8
"108015",5
"108026",6
"108027",6
"108043",6
"108088",6
"108091",2
"108133",2
"108155",7
"108162",4
"108169",6
"108175",0
"108176",2
"108196",8
"108212",8
"108236",7
"108284",1
"108319",7
"108365",7
"108374",6
"108389",2
"108394",6
"108395",8
"108400",7
"108407",2
"108416",0
"108417",0
"108460",6
"108462",4
"108463",8
"108466",2
"108478",4
"108509",3
"108513",8
"108538",0
"108550",7
"108600",4
"108652",1
"108683",6
"108702",1
"108707",5
"108708",2
"108713",2
"108721",3
"108748",1
"108819",8
"108822",6
"108872",7
"108893",3
"108903",8
"108955",8
"108961",2
"108981",7
"108989",7
"108992",6
"108995",7
"108999",1
"109083",3
"109085",6
"109086",7
"109087",5
"109103",6
"109151",2
"109163",2
"109248",1
"109261",5
"109287",1
"109300",2
"109306",8
"109315",3
"109317",4
"109341",6
"109352",4
"109354",3
"109399",2
"109441",7
"109449",2
"109458",3
"109461",6
"109467",4
"109486",4
"109494",1
"109507",1
"109544",8
"109554",8
"109564",0
"109610",8
"109638",2
"109654",5
"109659",2
"109671",8
"109689",1
"109693",4
"109696",5
"109705",6
"109753",1
"109766",2
"109776",8
"109797",4
"109828",8
"109841",3
"109844",7
"109852",1
"109864",3
"109887",4
"109913",5
"109916",8
"109921",0
"109937",3
"109940",3
"109961",7
"109979",5
"109990",2
"110000",6
"110004",7
"110007",6
"110016",0
"110025",1
"110034",8
"110043",0
"110046",2
"110064",4
"110093",3
"110098",3
"110123",3
"110139",5
"110154",4
"110184",7
"110212",1
"110218",6
"110238",5
"110247",8
"110251",1
"110275",3
"110296",4
"110327",6
"110349",7
"110350",5
"110358",2
"110379",0
"110388",2
"110419",7
"110440",3
"110523",8
"110532",3
"110559",5
"110568",5
"110607",1
"110643",0
"110682",5
"110721",7
"110737",4
"110753",8
"110773",0
"110825",7
"110831",1
"110842",8
"110857",3
"110884",7
"110970",0
"110972",7
"110978",7
"110980",1
"110995",3
"111017",1
"111023",2
"111031",1
"111045",8
"111090",3
"111105",6
"111118",4
"111124",3
"111184",5
"111219",5
"111237",2
"111260",4
"111316",5
"111334",1
"111343",1
"111350",6
"111397",7
"111420",0
"111423",1
"111480",5
"111493",6
"111537",5
"111538",4
"111541",4
"111543",7
"111544",0
"111548",1
"111550",4
"111560",1
"111562",8
"111568",8
"111581",1
"111597",5
"111630",7
"111636",8
"111650",5
"111653",5
"111659",0
"111723",4
"111742",3
"111760",0
"111775",5
"111782",6
"111784",0
"111796",3
"111878",2
"111881",2
"111892",7
"111897",4
"111907",5
"111908",1
"111928",1
"111955",5
"111976",5
"111996",6
"111997",8
"112000",7
"112020",3
"112023",7
"112052",2
"112058",5
"112101",5
"112107",5
"112109",3
"112113",2
"112114",5
"112154",6
"112160",3
"112165",0
"112168",7
"112175",7
"112186",7
"112207",6
"112223",7
"112225",2
"112237",8
"112239",6
"112242",3
"112243",4
"112253",3
"112264",2
"112268",0
"112270",0
"112271",6
"112272",1
"112307",2
"112308",3
"112311",7
"112312",4
"112327",0
"112367",0
"112370",8
"112386",0
"112401",1
"112422",0
"112425",5
"112432",1
"112445",6
"112447",1
"112455",2
"112458",1
"112466",3
"112565",7
"112568",8
"112575",5
"112578",0
"112615",0
"112617",0
"112625",3
"112635",2
"112651",8
"112662",8
"112669",8
"112670",3
"112671",4
"112679",2
"112690",1
"112697",0
"112699",5
"112748",1
"112752",2
"112762",3
"112777",4
"112794",6
"112840",1
"112871",7
"112881",6
"112885",6
"112894",1
"112895",7
"112904",0
"112911",0
"112924",0
"112995",2
"112998",1
"113021",2
"113028",8
"113060",6
"113074",7
"113096",5
"113111",3
"113125",2
"113133",4
"113138",3
"113144",4
"113151",8
"113153",6
"113193",8
"113205",4
"113240",6
"113246",3
"113265",5
"113283",5
"113293",3
"113294",3
"113298",0
"113327",7
"113329",3
"113356",2
"113411",0
"113421",0
"113424",0
"113438",6
"113440",6
"113457",6
"113496",6
"113524",0
"113531",6
"113548",5
"113559",6
"113584",7
"113616",8
"113662",1
"113687",3
"113696",1
"113702",7
"113703",1
"113739",0
"113763",5
"113781",7
"113789",8
"113795",8
"113809",3
"113810",4
"113828",3
"113837",3
"113855",5
"113859",3
"113874",3
"113897",1
"113900",3
"113918",6
"113926",7
"113971",1
"113984",7
"113986",5
"114009",0
"114025",4
"114041",5
"114050",8
"114051",6
"114073",5
"114080",1
"114087",1
"114113",5
"114141",3
"114155",7
"114163",6
"114176",3
"114178",7
"114179",8
"114183",2
"114226",3
"114254",1
"114261",8
"114268",7
"114291",2
"114296",0
"114321",1
"114336",6
"114360",6
"114420",8
"114478",2
"114485",4
"114557",8
"114564",8
"114569",0
"114573",1
"114587",2
"114596",1
"114606",8
"114630",4
"114639",1
"114662",5
"114696",2
"114704",8
"114711",2
"114712",2
"114733",5
"114752",1
"114773",4
"114792",7
"114797",1
"114799",7
"114818",1
"114845",2
"114853",5
"114882",2
"114923",3
"114925",3
"114933",7
"114939",7
"114941",4
"114945",3
"114947",5
"114957",1
"114960",1
"114986",7
"114987",8
"114991",6
"114998",8
"115020",8
"115063",1
"115065",4
"115087",0
"115097",0
"115142",7
"115143",4
"115147",5
"115161",5
"115162",8
"115170",3
"115211",5
"115236",4
"115238",4
"115241",6
"115264",6
"115290",5
"115323",3
"115328",4
"115340",0
"115343",7
"115447",5
"115462",2
"115468",0
"115492",8
"115508",7
"115529",5
"115561",1
"115564",8
"115582",0
"115588",1
"115607",8
"115636",6
"115668",3
"115693",3
"115703",7
"115715",4
"115738",5
"115745",0
"115746",7
"115752",4
"115763",5
"115764",2
"115779",5
"115803",2
"115809",2
"115818",4
"115822",4
"115833",8
"115844",3
"115845",7
"115866",6
"115874",7
"115876",4
"115882",2
"115885",7
"115897",4
"115915",1
"115923",7
"115949",6
"116001",7
"116003",1
"116010",3
"116025",2
"116042",3
"116049",4
"116074",4
"116088",4
"116094",1
"116120",6
"116152",7
"116154",8
"116212",3
"116236",2
"116242",5
"116265",3
"116273",7
"116321",2
"116340",3
"116342",0
"116415",6
"116421",8
"116428",6
"116443",6
"116462",2
"116518",4
"116534",2
"116571",1
"116584",7
"116601",4
"116614",4
"116626",8
"116644",6
"116666",7
"116704",4
"116717",0
"116720",3
"116760",5
"116781",8
"116792",1
"116807",5
"116848",6
"116856",2
"116860",6
"116875",2
"116880",6
"116885",7
"116896",4
"116912",1
"116918",7
"116943",0
"116961",6
"116992",5
"117001",1
"117002",3
"117041",6
"117065",1
"117111",3
"117129",8
"117135",1
"117137",4
"117143",2
"117160",4
"117162",8
"117200",3
"117219",7
"117230",5
"117233",3
"117253",6
"117264",5
"117266",3
"117308",8
"117356",2
"117385",2
"117395",3
"117431",5
"117436",2
"117443",0
"117469",6
"117485",1
"117490",6
"117506",0
"117535",8
"117547",8
"117563",0
"117567",5
"117580",0
"117589",1
"117591",2
"117609",5
"117612",7
"117636",0
"117640",6
"117661",7
"117668",8
"117670",2
"117678",3
"117684",5
"117698",6
"117700",5
"117733",4
"117756",3
"117778",7
"117809",1
"117843",2
"117858",1
"117860",0
"117901",5
"117902",1
"117954",8
"117977",1
"118009",7
"118041",4
"118043",4
"118049",8
"118057",1
"118090",3
"118099",4
"118105",0
"118129",7
"118135",3
"118136",3
"118155",5
"118192",8
"118206",3
"118219",1
"118279",0
"118312",6
"118342",0
"118353",4
"118402",7
"118436",8
"118441",4
"118442",4
"118482",8
"118485",8
"118569",3
"118579",3
"118590",8
"118606",3
"118609",7
"118622",0
"118625",6
"118628",4
"118629",7
"118653",8
"118674",7
"118684",3
"118707",8
"118717",0
"118735",8
"118755",7
"118770",1
"118780",4
"118814",2
"118846",6
"118860",6
"118876",3
"118896",5
"118900",4
"118901",4
"118923",2
"118960",6
"118966",3
"118969",0
"118975",3
"118985",4
"119007",6
"119055",7
"119068",2
"119127",5
"119131",0
"119135",8
"119144",3
"119150",4
"119173",6
"119175",6
"119184",2
"119193",2
"119251",0
"119304",3
"119318",4
"119333",8
"119334",6
"119350",7
"119353",5
"119375",4
"119378",3
"119416",6
"119418",0
"119422",7
"119449",1
"119454",1
"119477",1
"119484",1
"119567",4
"119608",3
"119640",2
"119647",2
"119655",3
"119668",6
"119717",8
"119722",5
"119724",8
"119757",2
"119778",6
"119790",7
"119859",3
"119880",1
"119908",5
"119920",6
"119945",1
"119948",5
"119982",3
"119986",3
"120003",0
"120007",2
"120009",5
"120059",5
"120069",8
"120077",5
"120118",8
"120150",2
"120202",8
"120205",2
"120218",4
"120247",4
"120250",6
"120295",8
"120309",2
"120322",2
"120332",8
"120364",4
"120365",2
"120454",6
"120478",5
"120488",3
"120489",7
"120505",6
"120512",4
"120527",2
"120565",2
"120576",1
"120610",7
"120622",6
"120630",6
"120647",1
"120651",4
"120684",2
"120712",4
"120788",7
"120815",2
"120817",7
"120820",5
"120837",5
"120845",6
"120853",4
"120862",4
"120882",8
"120906",5
"120952",4
"120957",6
"120959",7
"120961",2
"120985",4
"120986",7
"121008",2
"121041",7
"121113",0
"121124",2
"121141",0
"121160",4
"121170",2
"121186",1
"121201",2
"121228",1
"121272",7
"121281",2
"121319",2
"121352",6
"121383",7
"121391",6
"121432",7
"121437",4
"121439",1
"121461",2
"121472",4
"121488",2
"121514",8
"121519",2
"121527",6
"121535",0
"121563",7
"121572",1
"121574",0
"121592",0
"121598",1
"121618",6
"121629",4
"121640",3
"121645",7
"121686",1
"121698",2
"121702",3
"121706",1
"121715",4
"121717",8
"121729",8
"121741",0
"121747",0
"121748",6
"121766",1
"121785",3
"121792",3
"121796",6
"121803",7
"121815",1
"121824",5
"121843",2
"121854",1
"121906",7
"121912",4
"121932",5
"121943",4
"121977",3
"121992",2
"122002",7
"122037",3
"122038",0
"122050",5
"122060",3
"122061",1
"122107",8
"122168",6
"122181",3
"122196",5
"122207",1
"122267",6
"122280",3
"122325",0
"122333",7
"122365",8
"122387",7
"122426",5
"122439",7
"122504",6
"122509",0
"122515",0
"122531",3
"122532",2
"122548",6
"122551",0
"122552",4
"122568",2
"122577",3
"122609",7
"122611",4
"122648",2
"122652",0
"122707",8
"122710",6
"122735",3
"122747",6
"122770",2
"122790",3
"122823",6
"122829",6
"122842",5
"122875",1
"122905",2
"122942",3
"122943",5
"122975",6
"122984",2
"122986",7
"122999",7
"123021",2
"123025",4
"123071",2
"123092",3
"123102",6
"123109",1
"123111",0
"123148",1
"123164",4
"123168",0
"123176",3
"123183",4
"123185",3
"123186",6
"123195",7
"123206",0
"123264",7
"123281",8
"123297",6
"123345",2
"123351",4
"123353",8
"123363",5
"123397",8
"123405",3
"123412",0
"123417",2
"123423",3
"123424",4
"123445",4
"123458",6
"123560",3
"123582",7
"123585",0
"123590",1
"123629",1
"123645",0
"123647",8
"123657",0
"123659",0
"123668",6
"123671",2
"123737",4
"123768",8
"123774",8
"123780",8
"123800",5
"123812",2
"123813",2
"123861",3
